"","Feature ID","Taxon","Confidence","ASV"
"18","02d459f459325d78e3fb8bfaa440b73f","d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Howardella; s__uncultured_rumen",0.984137878380484,"ASV1442"
"19","02d6cedcb20c76291bc715881d1fba50","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus_Udaeobacter",0.999998647191291,"ASV1781"
"20","0325de42dcdd6c296739f6ff090a8a8f","d__Bacteria",0.999999954640808,"ASV835"
"21","0335f700e757cf1ad9e710fbef3a897a","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus_Udaeobacter",0.999973762634206,"ASV842"
"22","0358a6409f2efff7112cd8ae0ceab5f4","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__WCHB1-32; s__uncultured_soil",0.72149737180753,"ASV2047"
"23","0361ce8fe54e4e8c6e6413de07e6d078","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Taibaiella",0.999341077161745,"ASV2548"
"24","037d8324210bc059ec79bc83b96684f4","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__uncultured; s__metagenome",0.846437123087241,"ASV1596"
"25","0401166357c3d2075b033df21909196a","d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae; g__Singulisphaera; s__Singulisphaera_rosea",0.998333379243211,"ASV411"
"26","041df6c03ccbc2684137a00e9c535c07","d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25",0.963931653560538,"ASV2259"
"27","0426d174a9356ee09a47eebba577c382","d__Bacteria; p__Chloroflexi; c__KD4-96; o__KD4-96; f__KD4-96; g__KD4-96",0.999999985449444,"ASV1133"
"28","045b55823150b3d6a20154df9ac53f8a","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Rhynchosporium_secalis",0.999834769594506,"ASV1378"
"29","0470f4da9c0f6a56c220437dee9137d9","d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41",0.997008365394994,"ASV598"
"30","04831b88c4d484e36b4b91e2e753af10","d__Bacteria; p__Chloroflexi; c__AD3; o__AD3; f__AD3; g__AD3; s__uncultured_Thermoflavimicrobium",0.743037163339459,"ASV1587"
"31","048f284cc1c4b17e16f8a44b42da5909","d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Gallionellaceae; g__Sideroxydans",0.869347624327633,"ASV996"
"32","049e28fab7b0b20628117d3045cf31b6","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae",0.998058416854548,"ASV1788"
"33","04b026a3af952cd961ab215fe67e0198","d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae",0.999991025116821,"ASV2578"
"34","04b9fd5606b4b06706a0ca039f009a12","d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae",0.999372141026397,"ASV831"
"35","04c18d1cd7ac061e37ef7a90f9147c00","d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42; s__metagenome",0.857579917136257,"ASV660"
"36","04c1e5fae42c15243b18268b24286df0","d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter",0.92731210437265,"ASV1413"
"37","04e181ee8137a4e3c615a8543f9bc6bf","d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas",0.99508490474356,"ASV2376"
"38","04ecfad5772d2e09a84a0f5ef460536c","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylobacterium-Methylorubrum",0.999999961178687,"ASV130"
"39","04f3e60e559bdf788a968b1f5969995f","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Kaistiaceae; g__Kaistia",0.999920872211699,"ASV2218"
"40","051ecc0e9a32eb7cda15500d2fc9af64","d__Bacteria; p__Chloroflexi; c__AD3; o__AD3; f__AD3; g__AD3",0.999999857708238,"ASV1033"
"41","053e6d8d9caef2d2b056ac7cc9d88967","d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__UCG-010; g__UCG-010; s__uncultured_bacterium",0.945187799803456,"ASV1247"
"42","055abd7767c472e4e83e1e4753d26a21","d__Bacteria; p__Planctomycetota; c__Pla4_lineage; o__Pla4_lineage; f__Pla4_lineage; g__Pla4_lineage; s__metagenome",0.999999999228805,"ASV1998"
"43","05891a053348ba296bee7e50383379dd","d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__uncultured; s__marine_metagenome",0.996019200278369,"ASV246"
"44","05c5f08f64d28c2a2852e1d7104776fd","d__Bacteria; p__FCPU426; c__FCPU426; o__FCPU426; f__FCPU426; g__FCPU426; s__uncultured_bacterium",0.999257192340428,"ASV1154"
"45","05cf29a5bc8ba6f72ce830c6d5edf79f","d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus",0.998335734019763,"ASV2469"
"46","05d21686cc0febbdae753d0c65029fea","d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__uncultured_bacterium",0.897890271231329,"ASV1326"
"47","0608b202e010a933378971f8c415d22a","d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas",0.94912303669864,"ASV2311"
"48","061f9a84a9b817dc8c1ac86db66473e4","d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae",0.940682884783462,"ASV665"
"49","063243b4b6c68a3768a09faa7320763c","d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Caproiciproducens",0.960374983833757,"ASV1481"
"50","0643e47db1c83b7292db0994a2c5d289","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Clonostachys_rosea",0.973764188519412,"ASV312"
"51","0649da7b67156aed2b87a455e44c6a3c","d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Collimonas",0.981828254724413,"ASV652"
"52","06536444176a62069ec8d4cb44754a6e","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_sp.",0.802724311441808,"ASV106"
"53","067754e3479a1dc80f1e9f145df7040f","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Nubsella",0.965100579507034,"ASV1859"
"54","067fc2001bf267c0ca1237a107c79407","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Taibaiella",0.999999432117032,"ASV1695"
"55","06800834b26574b7f22bda68b3d29c2f","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Roseococcus",0.981810093930905,"ASV1215"
"56","069f85eecc7b93a8c20ede296c7a0982","d__Bacteria; p__Chloroflexi; c__KD4-96; o__KD4-96; f__KD4-96; g__KD4-96",0.999999997825295,"ASV1071"
"57","06bb3fa895e072e060638ec1131d0d3c","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0.998539160306788,"ASV249"
"58","06c2bfc98fc760126d1e5e055bef82f9","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter",0.99984510287159,"ASV1702"
"59","06dbffb3667d421322f3cdc067c1bb95","d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia",0.999983349615237,"ASV800"
"60","06e050b475f6efae1b30056df0368d45","d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42; s__uncultured_bacterium",0.880703654420919,"ASV2559"
"61","070903d7c6b3009ad92ce1447be998a5","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17",0.999762936699661,"ASV1102"
"62","071fec2952b8ad2a573716861c016a73","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__uncultured",0.814847218477761,"ASV2180"
"63","0727925dae1604ef6c40e5a8e1d3d478","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cytophagaceae; g__Siphonobacter; s__Siphonobacter_aquaeclarae",0.9999741348566,"ASV1924"
"64","07da22cab5c55a4badb462bcbbded642","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Phyllobacterium",0.987087659269806,"ASV429"
"65","07dd9af4a5b0fac7f0a43326c16fd9cf","d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae",0.998329454255718,"ASV2269"
"66","0808fdf5a7ca966fc1a60393691bb308","d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__uncultured; s__uncultured_delta",0.998640579559586,"ASV928"
"67","081d2cdd8338abf37b49b7488bebaeca","d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerocolumna; s__Clostridium_sp.",0.961793794341219,"ASV1981"
"68","08246da8ff60929e5404fc7128d93f05","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Elsterales; f__uncultured; g__uncultured",0.999902824198013,"ASV641"
"69","0838cc4351e23c276cf41c9c3a4d7dbb","d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__A21b; g__A21b",0.999977094942927,"ASV988"
"70","086ca9c2de67821b6f4e9a1d82ad6c1f","d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7",0.999946928935948,"ASV1586"
"71","0885c776d45976e1c087ecabea04c428","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__uncultured; s__uncultured_bacterium",0.998128044198207,"ASV2177"
"72","0899d0429c7e9b92459976a8392fddcd","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae",0.999999999999999,"ASV465"
"73","08a9310cdfca67e0f9178e127934bee9","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Bosea",0.997045587458528,"ASV2541"
"74","08bdc6c81f6b9daab3d132b54e1d45bc","d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Rhodococcus",0.999999773683684,"ASV113"
"75","08cbc38f626afdd6969367145e9329e3","d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7",0.99997750153154,"ASV1161"
"76","08e2acdcb20e774ae9d3e332c90a8415","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter",0.999564104299578,"ASV803"
"77","08f912d513b6eddc138f7131aedb5e92","d__Bacteria; p__Chloroflexi; c__AD3; o__AD3; f__AD3; g__AD3",0.999999999822778,"ASV960"
"78","0952299d87618319b70016986c74ab69","d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Pajaroellobacter; s__metagenome",0.792723270323381,"ASV807"
"79","095b7ca372252b5abcbb51521beb02fd","d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae",0.975401827570585,"ASV2481"
"80","095c1859f269ab72ab7fe64d3090db2c","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus_Udaeobacter",0.999991143639664,"ASV1114"
"81","09854f2fd23a557cdbaf8ddda8251ea2","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria",1,"ASV2173"
"82","09aa002a2f42aaa4bce28e5c6737e22a","d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured; s__uncultured_bacterium",0.970355315604953,"ASV1212"
"83","09bf4c17387500d80c05943df779eb63","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__AKYH767; g__AKYH767",0.999999269434283,"ASV1022"
"84","09cb99c20c6d235b5db378a3d6c7d65f","d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_12",0.99898114914014,"ASV145"
"85","09d3b707fbcd2063c56bf859f9d8f5b5","d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__Subgroup_2; g__Subgroup_2; s__uncultured_bacterium",0.941109720944551,"ASV644"
"86","09e731e656c951baf26bda3d774571da","d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__0319-6G20; g__0319-6G20; s__uncultured_proteobacterium",0.969544774151672,"ASV1162"
"87","09f8ba6c6035b0a022abff7b2342aad3","d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Sporomusaceae; g__Anaerospora",0.999997992824425,"ASV1594"
"88","09ffcfdfb2d15f0b8880905e2bf07f81","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Filimonas; s__Filimonas_sp.",0.981451553230854,"ASV233"
"89","0a0eb5ca8d89ca424dbd8f5aa46f61ea","d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas",0.996628898796858,"ASV2319"
"90","0a21726cd4952a96635576553da67787","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella",0.999999999999601,"ASV2403"
"91","0a3cf58d4ca062c13d42c9db4ebcbc53","d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast",1,"ASV1144"
"92","0a403db41b0def2fadaeb309717f3ef7","d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured",0.99999994213971,"ASV959"
"93","0a526b83b860a8ce44898682e00ef664","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0.938898222428889,"ASV1653"
"94","0a53dc75404748d8d417f630c49a6daf","d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured",0.999612584490326,"ASV881"
"95","0a835eb652f422d30ba1464593c37bc2","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus_Udaeobacter",0.999977718448111,"ASV1917"
"96","0a94a7600e367103ffe523ebd675693b","d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas",0.999256879496646,"ASV1905"
"97","0abe6c0ce026fcfddf45273c65c7f15b","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium",0.9999549291805,"ASV268"
"98","0ad13b6d1cd98ad7e8f6ee9909d33114","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium",0.857534815445673,"ASV1222"
"99","0ad532673bf4ed141947673a91fb997b","Unassigned",0.524863412586079,"ASV1369"
"100","0ae5531a9802e71139c959faebdde10c","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__Reyranella",0.999999999767804,"ASV2042"
"101","0aec0107302f36ae59f5d73b4c1b7b9b","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Rhynchosporium_secalis",0.999924989549941,"ASV514"
"102","0aee91b3cc4495525d7218ae4ba0f0aa","d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Dermatophilaceae; g__uncultured; s__uncultured_actinobacterium",0.999462531572279,"ASV453"
"103","0af165ef885d84a0dfb8b7742ed82945","d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__Lineage_IV; f__Lineage_IV; g__Lineage_IV; s__Elusimicrobia_bacterium",0.978864045017865,"ASV1530"
"104","0b1181117ff384cbfbff631baec7f5ba","d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Faecalibaculum; s__uncultured_bacterium",0.892308732764566,"ASV1679"
"105","0b1ffa8f3dffdd4d2b4bca4f997408ec","d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__uncultured_bacterium",0.964556581339925,"ASV993"
"106","0b2dd8460c6bdb9b42cb7ced65c931c6","d__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__Simkaniaceae",0.9853272513183,"ASV967"
"107","0b35023abbfca1b58ca6ce345aa09863","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Elizabethkingia",0.999630291842049,"ASV938"
"108","0bab8c70de05cc71216d311625e1b1d3","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Chitinophaga",0.994480316311327,"ASV2561"
"109","0bca3e9783df3b58b6340ae5f93ff44c","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Elizabethkingia",0.99985457537473,"ASV2283"
"110","0be5b45466f55aaba46803c217b8c673","d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__TM7a; s__uncultured_compost",0.763662913039757,"ASV1717"
"111","0beb5f22a3aff64fd36bc3a786bb7af0","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Filimonas",0.935784332842862,"ASV2029"
"112","0c1adff61038cce5aa129d8b9e6d6d08","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Pleomorphomonadaceae; g__Pleomorphomonas",0.909926362690328,"ASV2316"
"113","0c3b089f4508ce747d3329f3072af213","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter",0.990043447176047,"ASV1850"
"114","0c579d21280801f02a641e1608606927","d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Micrococcus",0.996586595147315,"ASV1491"
"115","0cb0670f6ebe14dd9a281ba5970b118b","d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Rubinisphaeraceae; g__SH-PL14; s__Planctomyces_sp.",0.860883936169726,"ASV2437"
"116","0cb5c33cce061073046bd11b7f1f8949","d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Sedimentibacteraceae; g__Sedimentibacter; s__Sedimentibacter_hongkongensis",0.980387658367466,"ASV2389"
"117","0cc2203fa74bb3dfbe32ef786eef4685","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium",0.999769604205385,"ASV2142"
"118","0cd986d3fa41118a4d3ae6468ea21980","d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae",0.999999986549538,"ASV1195"
"119","0cf3417f653efb943a08aef334351404","d__Bacteria; p__Cyanobacteria; c__Sericytochromatia; o__Sericytochromatia; f__Sericytochromatia; g__Sericytochromatia; s__uncultured_bacterium",0.724605958617941,"ASV1923"
"120","0cfa49d32f977649461df35990e0908c","d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas",0.968172021645504,"ASV1960"
"121","0d1fa05db87b7a7bba1e8251a5fbaa24","d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__Kapabacteriales; g__Kapabacteriales; s__uncultured_bacterium",0.999997630347388,"ASV2325"
"122","0d6bb2f2a1cb29ad755b9e54a5f9e48d","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae",0.999987622371488,"ASV266"
"123","0d9aafc7cef08a8bb020186edcd4eb53","d__Bacteria; p__Chloroflexi; c__AD3; o__AD3; f__AD3; g__AD3; s__uncultured_Chloroflexi",0.999843014510206,"ASV1487"
"124","0d9b1e16151fb1c5d9a227fbc6f286ef","d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Chitinibacteraceae; g__Chitinibacter",0.83505157683704,"ASV65"
"125","0db0449553788fdfd84602ada0f23c6d","d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__WD2101_soil_group; g__WD2101_soil_group",0.999999734999486,"ASV1564"
"126","0dd116103c333aa186b83eb9d7015a69","d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Terriglobus",0.999027234325046,"ASV2298"
"127","0dd9f52b679a381f95672eb5fbd231b5","d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__LWQ8; g__LWQ8; s__uncultured_bacterium",0.927847297352962,"ASV544"
"128","0e2a00623bdf3472b8f4f534976f37a6","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__KD3-93; g__KD3-93",0.999939503864238,"ASV1103"
"129","0e30cf2671005b2dd4d05d5644d82610","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Salinimicrobium; s__uncultured_Bacteroidetes",0.700063301976636,"ASV1000"
"130","0e40fa45e1a002a61fc74670427634a1","d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_3; s__uncultured_soil",0.965894558797301,"ASV365"
"131","0e4b96294f2a2985a5d7fd8c87f7ce6d","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter",0.994980681850541,"ASV7"
"132","0e4bac2c6e6f742a60f63e80c0fb1484","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus_Udaeobacter",0.99999859647156,"ASV1170"
"133","0e6e0264d267fffc93a8ed0c723a4826","d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__0319-6G20; g__0319-6G20",0.999471556627688,"ASV2516"
