intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
4253000,0.04387249845265113,0.9743413516609393,0.04387249845265113,0.07703367097011511,8.075476134493298,8.0,4.078317823117721,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428745.1 Elizabethkingia sp. ASV34 strain=ASV34, ASM1642874v1",c81c05f60ced59b403938042c0028901,0.9743413516609393,4253000,0,44100000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.9040652029764151,0.999161849089378,0.9516135260328966,0.999161849089378,False,34345,34345,445844,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia miricola
1615000,0.016659789560552918,0.29158878504672897,0.016092428306168763,0.09471922914741479,27.07051282051282,26.0,9.397089142516407,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_001266835.1 Comamonas testosteroni strain=WDL7, ASM126683v1",31ecadb41593fea5f48bd755ff8f34fc,0.3018691588785047,1560000,11,14799000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8762630529967964,0.9620994347766318,0.9191812438867142,0.9620994347766318,False,42230,176354,445844,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas testosteroni_C
1509000,0.015566329688467093,0.5024991669443519,0.015556014029296471,0.00968948780290864,2.8647214854111405,2.0,1.9243661643853582,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_017304125.1 Sphingomonadales bacterium, ASM1730412v1",0c90f3a3842f682e6f057b9a3fe4c6bd,0.5028323892035989,1508000,12,13291000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8743461994024366,0.9780667425966124,0.9262064709995246,0.9780667425966124,False,4320,180674,445844,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp017304125
805000,0.008304105632349908,0.10844928991536365,0.007798638332989478,0.0026578803348256343,1.5674603174603174,1.0,1.3932753860365683,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_003019815.1 Variovorax sp. PMC12 strain=PMC12, ASM301981v1",858d233cd39fadce93b90575ac46cf31,0.11547841055802611,756000,13,12535000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8568018883706452,0.9327346062990204,0.8947682473348328,0.9327346062990204,False,1185,181859,445844,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Variovorax;s__Variovorax sp003019815
628000,0.006478233959149989,0.0801023672424824,0.006457602640808748,0.0019109823166847597,1.3610223642172523,1.0,0.6973351210611273,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016429255.1 Rhizobium sp. ASV8 strain=ASV8, ASM1642925v1",a49478a5e63eb276530fb93c8a2331a7,0.08035828534868841,626000,14,11909000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8499665345547669,0.9218885233121032,0.8859275289334351,0.9218885233121032,False,852,182711,445844,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium sp016429255
579000,0.005972766659789561,0.12612218086271076,0.005941819682277698,0.011246086074949983,8.70486111111111,8.0,4.060272121783477,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_003550055.1 Stenotrophomonas sp. AG209 strain=AG209, ASM355005v1",b2ae84df7d9e76a1b415b6cc0a46a41b,0.1267790672213707,576000,15,11333000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8477420532134787,0.9355479469826468,0.8916450000980627,0.9355479469826468,False,5014,187725,445844,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas sp002192255
3411000,0.03518671343098824,0.07090934028254012,0.005333195791211058,0.002758812499439266,2.379110251450677,2.0,1.492530979507134,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_001020715.1 Pseudomonas fluorescens strain=AU11706, ASM102071v1",c6977b40133feb246e2dc2da1be2514c,0.4678370593882869,517000,16,10816000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8976540413059451,0.9757934329581233,0.9367237371320342,0.9757934329581233,False,1230,188955,445844,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP
1423000,0.014679182999793686,0.09490398818316101,0.0053022488136991956,0.03180260360125963,27.585603112840467,26.0,13.013666377082137,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016599875.1 Comamonas testosteroni strain=G1, ASM1659987v1",36492950229adb2c0a7d1788af26a650,0.26274002954209746,514000,17,10302000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8726927160226614,0.9578004574818539,0.9152465867522577,0.9578004574818539,False,14179,203134,445844,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas testosteroni
506000,0.005219723540334228,0.08899131359687999,0.005178460903651743,0.0019401404975731421,1.7231075697211156,1.0,1.0604366087502632,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428755.1 Bosea sp. ASV33 strain=ASV33, ASM1642875v1",39cb59af4b67a45e166f8d1d2944f137,0.08970040772912605,502000,18,9800000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8440646767239866,0.9251649577561403,0.8846148172400634,0.9251649577561403,False,865,203999,445844,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea sp016428755
1719000,0.017732618114297504,0.07036311586560193,0.004817412832680008,0.009068194256286952,8.657387580299785,8.0,3.838044094148111,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_902706145.1 Sphingobacterium sp. 18053, n18053v0.1",a449fc05713cb8288b9730c88c199a86,0.2590025613982221,467000,19,9333000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8780288821927357,0.9573578980245472,0.9176933901086415,0.9573578980245472,False,4043,208042,445844,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium siyangense
2528000,0.026077986383329893,0.0635961567790148,0.0043016298741489585,0.002233965243448381,2.3884892086330933,2.0,2.843253088485671,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_000214395.1 Delftia sp. Cs1-4 strain=Cs1-4, ASM21439v1",56a55ec12fe8880422960f4f9f4c3ac1,0.3855421686746988,417000,20,8916000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8890210951701879,0.969722517284254,0.9293718062272209,0.969722517284254,False,996,209038,445844,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas acidovorans
398000,0.004105632349907159,0.10246331236897274,0.004033422735712812,0.0013390333838741802,1.526854219948849,1.0,0.8896506838990162,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016654005.1 Brevundimonas nasdae strain=JCM 11415, ASM1665400v1",68e8c936b71e007f699e52fb14cb07d2,0.10429769392033543,391000,21,8525000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.837552925449212,0.9296756201021815,0.8836142727756968,0.9296756201021815,False,597,209635,445844,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae
396000,0.004085001031565917,0.07057111676973445,0.004002475758200949,0.0011752989835009556,1.3505154639175259,1.0,0.6892583361008982,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428815.1 Serratia sp. ASV30 strain=ASV30, ASM1642881v1",e5a07ef789dd06e9a4027ff8d8f0a2c1,0.0720261913423063,388000,22,8137000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.837416826213781,0.9186389453861674,0.8780278857999742,0.9186389453861674,False,524,210159,445844,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_A;s__Serratia_A fonticola
1947000,0.020084588405199093,0.09904565385607428,0.003961213121518465,0.0026892814527054304,3.1223958333333335,3.0,1.9211320690283906,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_022405715.1 Acinetobacter seifertii strain=Au-Aci36, ASM2240571v1",fe6133d498fb2c32e47e18f9e1248daf,0.5021924168171267,384000,23,7753000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8815635865217104,0.9780265623696341,0.9297950744456722,0.9780265623696341,False,1199,211358,445844,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter seifertii
368000,0.003796162574788529,0.06064149682592716,0.003744584278935424,0.0011394119916383308,1.399449035812672,1.0,0.7909263143494945,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_900466335.1 Rhizobiales bacterium, AFS007391",37d3063f70f73e5a53e83c239d7fc514,0.061476779151353154,363000,24,7390000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8354382369514228,0.9139578444358978,0.8746980406936603,0.9139578444358978,False,508,211866,445844,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium fabacearum
2365000,0.02439653393851867,0.08049394008689686,0.003631112028058593,0.0016979033025004261,2.1505681818181817,2.0,1.4780783423960755,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_003202035.1 Aquitalea magnusonii strain=DSM 25134, ASM320203v1",ce15e4d4660f81388e9ffc5d2e7c35d6,0.5408186599588384,352000,25,7038000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8871117400921538,0.980367179182661,0.9337394596374073,0.980367179182661,False,757,212623,445844,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Aquitalea;s__Aquitalea magnusonii
284000,0.0029296472044563647,0.04069237777102946,0.0027645966577264287,0.0008882030485999588,1.4776119402985075,1.0,1.5220587879209135,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428805.1 Achromobacter sp. ASV32 strain=ASV32, ASM1642880v1",7611d959c597eb2462948a8ef0812806,0.04312177345885211,268000,26,6770000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8284844573346026,0.9035619942541356,0.8660232257943692,0.9035619942541356,False,396,213019,445844,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Achromobacter;s__Achromobacter sp016428805
253000,0.002609861770167114,0.05251141552511415,0.002609861770167114,0.0009734346542736921,1.715415019762846,1.0,1.0435381465627975,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_902375225.1 Bacteroides neonati, MGYG-HGUT-01461",df07fb9c7fe8bd23c00d48409c8adfa3,0.05251141552511415,253000,27,6517000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8254011712940594,0.9093223426352486,0.867361756964654,0.9093223426352486,False,434,213453,445844,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides neonati
560000,0.0057767691355477616,0.05006364022061943,0.0024344955642665567,0.004873902082342703,9.207627118644067,9.0,4.452587455334277,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_013464095.1 Stenotrophomonas maltophilia strain=PC312, ASM1346409v1",f273d328e2155c03dc2c35b6978b1ee8,0.11879507848960542,236000,28,6281000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8468301085282106,0.9335869850603253,0.890208546794268,0.9335869850603253,False,2173,215626,445844,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_AT
1890000,0.019496595832473696,0.05651224836284259,0.0024035485867546936,0.004510546289733628,8.630901287553648,8.0,5.868464316719305,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_003051865.1 Microvirgula aerodenitrificans strain=BE2.4, ASM305186v1",5abc0ab3683078c92efd59102b08d882,0.45840407470288624,233000,29,6048000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8807190297730741,0.9751524837705097,0.9279357567717919,0.9751524837705097,False,2011,217637,445844,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Microvirgula;s__Microvirgula aerodenitrificans
538000,0.0055498246337941,0.04086366880799429,0.0023622859500722097,0.004393913566180099,8.554585152838428,8.0,3.6330408099265536,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_002420705.1 Sphingobacterium sp. UBA5670, ASM242070v1",da30557c8e660ef1521dece35ccf57e3,0.0960028551034975,229000,30,5819000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA19_P19_M09_WK1_2.trim.fastq.gz,DNA19_P19_M09_WK1,15f4be77,96940000,31,DNA,1000,96940,True,0.8457359950886171,0.9271936665983654,0.8864648308434913,0.9271936665983654,False,1959,219596,445844,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp002420705
