intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
4229000,0.061304959192844614,0.9688430698739977,0.061304959192844614,0.1025542952465745,7.544809647670844,7.0,4.082466259149945,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428745.1 Elizabethkingia sp. ASV34 strain=ASV34, ASM1642874v1",c81c05f60ced59b403938042c0028901,0.9688430698739977,4229000,0,31390000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.9138753328418496,0.998979468490351,0.9564274006661003,0.998979468490351,False,31907,31907,311123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia miricola
643000,0.009321137091747242,0.12908777969018934,0.008697795108939884,0.0032205912131214984,1.67,1.0,1.185087901099886,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428875.1 Xylophilus sp. ASV27 strain=ASV27, ASM1642887v1",f85162e548135bd23c305040ecaffc78,0.13833907056798622,600000,11,9411000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8600010799830649,0.938185126664632,0.8990931033238485,0.938185126664632,False,1002,131486,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Xylophilus;s__Xylophilus sp016428875
3626000,0.05256367510836003,0.0763955561651351,0.008074453126132525,0.0052680129723614135,2.9425493716337523,3.0,1.8392106553182128,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_001020715.1 Pseudomonas fluorescens strain=AU11706, ASM102071v1",c6977b40133feb246e2dc2da1be2514c,0.49732546975723496,557000,12,8854000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.909351520891645,0.9777193630701285,0.9435354419808868,0.9777193630701285,False,1639,133125,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP
1418000,0.02055578910746126,0.09361152141802068,0.0073496368670542015,0.03270410737875374,20.069033530571993,19.0,10.63919513076219,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016599875.1 Comamonas testosteroni strain=G1, ASM1659987v1",36492950229adb2c0a7d1788af26a650,0.2618168389955687,507000,13,8347000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8822232949786997,0.9576917103265227,0.9199575026526112,0.9576917103265227,False,10175,143300,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas testosteroni
1507000,0.021845962048620673,0.06221877424359969,0.005813026397808156,0.004467686413412059,3.466334164588529,3.0,2.0901118055395322,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_014109745.1 Sphingobacterium multivorum strain=BIGb0170, ASM1410974v1",a2d5a682e640003156c7daced480752d,0.23382467028704423,401000,14,7946000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8839573844963273,0.954204858618926,0.9190811215576267,0.954204858618926,False,1390,144690,311123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium siyangense
3435000,0.049794876998680834,0.0585761489936918,0.005653566820810924,0.00464767953510348,3.707692307692308,3.0,3.342299578049222,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_000018665.1 Delftia acidovorans SPH-1 strain=SPH-1, ASM1866v1",2dc41621472bcb21e0d78bdd26abd3aa,0.5159206969059777,390000,15,7556000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.9077655536260767,0.9788778068416796,0.9433216802338782,0.9788778068416796,False,1446,146136,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas acidovorans
393000,0.005697055796355624,0.04990403071017274,0.005653566820810924,0.0018770711262105341,1.4974358974358974,1.0,0.7637583117134464,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016429255.1 Rhizobium sp. ASV8 strain=ASV8, ASM1642925v1",a49478a5e63eb276530fb93c8a2331a7,0.050287907869481764,390000,16,7166000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8464506214125516,0.9080541090632657,0.8772523652379086,0.9080541090632657,False,584,146720,311123,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium sp016429255
366000,0.005305655016453329,0.0835827768823394,0.005262166040908629,0.00939499811971471,8.052341597796143,7.0,4.490579520983359,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_013364355.1 Stenotrophomonas sp. NA06056 strain=NA06056, ASM1336435v1",ece7067c1d31b67006c6a26886af1c3e,0.0842735436334331,363000,17,6803000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8445093925744778,0.923304344797232,0.8839068686858549,0.923304344797232,False,2923,149643,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas sp013364355
276000,0.004000985750112347,0.09130289903365545,0.003971993099749213,0.0014688724395174899,1.667883211678832,1.0,1.0158908432201712,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_017304125.1 Sphingomonadales bacterium, ASM1730412v1",0c90f3a3842f682e6f057b9a3fe4c6bd,0.09196934355214928,274000,18,6529000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8368556421697626,0.9259107616384176,0.8813832019040901,0.9259107616384176,False,457,150100,311123,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp017304125
3517000,0.050983575663569286,0.03626220362622036,0.003769044547207283,0.002417050491284797,2.8923076923076922,2.0,2.1563721451554616,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016429135.1 Pseudomonas sp. ASV14 strain=ASV14, ASM1642913v1",e215c0d8e2c0be0dec99da0ca7cb2ceb,0.4905160390516039,260000,19,6269000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.9084566386693388,0.9772846363228377,0.9428706374960882,0.9772846363228377,False,752,150852,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP
243000,0.003522607019120653,0.05586206896551724,0.003522607019120653,0.0018160020313509448,2.325102880658436,2.0,1.3476345263371905,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_001898805.1 Leifsonia sp. 71-9, ASM189880v1",0466e642e0db5c61169fd3fbfc865a0c,0.05586206896551724,243000,20,6026000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8334251213864067,0.9111385457940212,0.8722818335902139,0.9111385457940212,False,565,151417,311123,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia;s__Leifsonia sp001898805
1876000,0.027195106040618703,0.056754790201309725,0.0033921400924865545,0.0056344275415189495,7.4914529914529915,7.0,5.148430557466533,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_003051865.1 Microvirgula aerodenitrificans strain=BE2.4, ASM305186v1",5abc0ab3683078c92efd59102b08d882,0.45500848896434637,234000,21,5792000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8902248268056508,0.9749186331780235,0.9325717299918372,0.9749186331780235,False,1753,153170,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Microvirgula;s__Microvirgula aerodenitrificans
1191000,0.01726512329124567,0.03930655681428081,0.0033196584665787223,0.013817686252703914,18.77292576419214,18.0,7.266658963233298,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_014076415.1 Comamonas testosteroni strain=T5-67, ASM1407641v1",a46b1f6f0f0034b3176fe1b7554d9260,0.20442842430484037,229000,22,5563000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8772724803294037,0.9500782941924989,0.9136753872609513,0.9500782941924989,False,4299,157469,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas testosteroni_F
221000,0.0032036878651261905,0.045869655458696555,0.0032036878651261905,0.0012792368291640285,1.8009049773755657,1.0,1.2168496878893473,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_902375225.1 Bacteroides neonati, MGYG-HGUT-01461",df07fb9c7fe8bd23c00d48409c8adfa3,0.045869655458696555,221000,23,5342000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8308777000891676,0.9053643770582223,0.8681210385736949,0.9053643770582223,False,398,157867,311123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides neonati
344000,0.004986735862458866,0.04211557296767875,0.0031167099140367916,0.005647284193068336,8.172093023255814,8.0,4.280095933580111,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_010608115.1 Stenotrophomonas maltophilia strain=AS012638, ASM1060811v1",273d0401bf08885fa1b58ac5eb77caaa,0.06738491674828599,215000,24,5127000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8428222879932518,0.9166672170646403,0.879744752528946,0.9166672170646403,False,1757,159624,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_AJ
202000,0.0029282576866764276,0.03564356435643564,0.0028702723859501617,0.0008935372826824118,1.404040404040404,1.0,0.6654411754343678,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016429065.1 Pedobacter sp. ASV17 strain=ASV17, ASM1642906v1",f0ef73ff9c535b91c9776aab04acba60,0.03636363636363636,198000,25,4929000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8284717787391611,0.8986072395002269,0.863539509119694,0.8986072395002269,False,278,159902,311123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp016429065
472000,0.006842265485699375,0.03515346181299072,0.002855776060768595,0.00209242003966277,3.3045685279187818,3.0,2.2391598863352655,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_002420705.1 Sphingobacterium sp. UBA5670, ASM242070v1",da30557c8e660ef1521dece35ccf57e3,0.08422555317630265,197000,26,4732000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8514668403360395,0.9232873793031414,0.8873771098195904,0.9232873793031414,False,651,160553,311123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp002420705
234000,0.0033921400924865545,0.028638566603025408,0.002826783410405462,0.0009996046579648563,1.594871794871795,1.0,1.1116974127025747,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_001645605.1 Variovorax paradoxus strain=KB5, ASM164560v1",9cfc1c80b667d37170d185b1bb5ad9b2,0.03436627992363049,195000,27,4537000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8324111020690863,0.8969711371600154,0.8646911196145508,0.8969711371600154,False,311,160864,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Variovorax;s__Variovorax sp003019815
2686000,0.03893712943768755,0.033582089552238806,0.0027398054593160636,0.0012953076436007624,2.132275132275132,2.0,1.3679883692014656,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_022637595.1 Raoultella planticola strain=A2-F21, ASM2263759v1",9958376622080d4931306a4eceee0270,0.47725657427149965,189000,28,4348000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.9005915519824081,0.9764211066326542,0.9385063293075312,0.9764211066326542,False,403,161267,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella planticola
192000,0.002783294434860763,0.03297872340425532,0.002696316483771364,0.0008453248393722097,1.413978494623656,1.0,0.5917154572370218,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_003208655.1 Pedobacter nutrimenti strain=DSM 27372, ASM320865v1",90e8ff05ba9cc526d5d3b9ccb5958dd0,0.03404255319148936,186000,29,4162000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8271160041777347,0.896697326660238,0.8619066654189864,0.896697326660238,False,263,161530,311123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter nutrimenti
191000,0.002768798109679196,0.033025568181818184,0.002696316483771364,0.0008774664682456777,1.467741935483871,1.0,0.7195669680959156,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_017897985.1 Agrobacterium tumefaciens strain=BIM B-441, ASM1789798v1",54cfd7c66f420b65c7d5cb9d334b8c09,0.03391335227272727,186000,30,3976000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8269766883816096,0.8965873434319173,0.8617820159067635,0.8965873434319173,False,273,161803,311123,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium fabacearum
